Vardas             Pavarde                 ND1       ND2       ND3       ND4       ND5 Egzaminas
Vardas5619             Pavarde5619          3          10          9          3          5
Vardas5620             Pavarde5620          9          7          3          5          1
Vardas5621             Pavarde5621          1          4          2          1          10
Vardas5622             Pavarde5622          8          3          2          5          8
Vardas5623             Pavarde5623          4          9          4          9          5
Vardas5624             Pavarde5624          7          6          4          10          4
Vardas5625             Pavarde5625          7          6          1          4          9
Vardas5626             Pavarde5626          5          1          1          7          9
Vardas5627             Pavarde5627          1          10          2          4          2
Vardas5628             Pavarde5628          10          6          1          2          2
Vardas5629             Pavarde5629          10          4          2          6          2
Vardas5630             Pavarde5630          2          2          10          3          10
Vardas5631             Pavarde5631          1          1          6          8          3
Vardas5632             Pavarde5632          7          4          8          7          3
Vardas5633             Pavarde5633          2          6          6          4          5
Vardas5634             Pavarde5634          5          7          6          2          2
Vardas5635             Pavarde5635          3          8          9          5          8
Vardas5636             Pavarde5636          1          5          9          5          4
Vardas5637             Pavarde5637          3          6          3          4          10
Vardas5638             Pavarde5638          10          4          10          9          4
Vardas5639             Pavarde5639          1          3          3          4          7
Vardas5640             Pavarde5640          8          3          8          8          3
Vardas5641             Pavarde5641          2          1          5          8          2
Vardas5642             Pavarde5642          7          6          9          10          5
Vardas5643             Pavarde5643          8          8          4          2          10
Vardas5644             Pavarde5644          9          3          2          9          7
Vardas5645             Pavarde5645          3          1          9          1          7
Vardas5646             Pavarde5646          9          6          6          10          10
Vardas5647             Pavarde5647          8          8          2          6          10
Vardas5648             Pavarde5648          10          5          8          7          9
Vardas5649             Pavarde5649          6          8          6          5          8
Vardas5650             Pavarde5650          4          10          1          2          2
Vardas5651             Pavarde5651          8          7          1          9          1
Vardas5652             Pavarde5652          10          10          9          9          3
Vardas5653             Pavarde5653          5          7          9          8          2
Vardas5654             Pavarde5654          7          8          9          5          10
Vardas5655             Pavarde5655          5          2          6          7          3
Vardas5656             Pavarde5656          6          5          5          9          2
Vardas5657             Pavarde5657          3          9          6          4          1
Vardas5658             Pavarde5658          1          1          8          4          4
Vardas5659             Pavarde5659          8          1          8          9          3
Vardas5660             Pavarde5660          9          9          4          7          7
Vardas5661             Pavarde5661          5          9          10          9          8
Vardas5662             Pavarde5662          3          3          3          8          2
Vardas5663             Pavarde5663          9          4          4          4          8
Vardas5664             Pavarde5664          8          7          7          1          5
Vardas5665             Pavarde5665          6          3          8          10          7
Vardas5666             Pavarde5666          2          2          9          4          2
Vardas5667             Pavarde5667          9          7          3          1          7
Vardas5668             Pavarde5668          5          3          5          7          2
Vardas5669             Pavarde5669          3          8          1          6          6
Vardas5670             Pavarde5670          5          7          10          6          4
Vardas5671             Pavarde5671          7          6          4          9          7
Vardas5672             Pavarde5672          1          2          7          8          5
Vardas5673             Pavarde5673          7          6          9          5          8
Vardas5674             Pavarde5674          4          8          8          6          6
Vardas5675             Pavarde5675          5          5          4          2          3
Vardas5676             Pavarde5676          6          10          4          1          1
Vardas5677             Pavarde5677          7          5          9          3          9
Vardas5678             Pavarde5678          1          3          10          4          4
Vardas5679             Pavarde5679          2          3          5          7          8
Vardas5680             Pavarde5680          2          3          7          3          8
Vardas5681             Pavarde5681          9          5          6          7          6
Vardas5682             Pavarde5682          8          6          3          7          6
Vardas5683             Pavarde5683          1          6          9          7          5
Vardas5684             Pavarde5684          6          9          2          7          9
Vardas5685             Pavarde5685          9          3          2          1          1
Vardas5686             Pavarde5686          4          4          6          3          3
Vardas5687             Pavarde5687          7          1          3          9          7
Vardas5688             Pavarde5688          9          7          1          3          4
Vardas5689             Pavarde5689          3          10          2          10          5
Vardas5690             Pavarde5690          6          3          7          5          4
Vardas5691             Pavarde5691          10          9          7          9          2
Vardas5692             Pavarde5692          8          4          2          4          4
Vardas5693             Pavarde5693          3          1          4          9          5
Vardas5694             Pavarde5694          7          8          4          7          3
Vardas5695             Pavarde5695          3          6          2          9          7
Vardas5696             Pavarde5696          10          1          1          1          8
Vardas5697             Pavarde5697          8          5          5          5          8
Vardas5698             Pavarde5698          2          10          9          5          10
Vardas5699             Pavarde5699          3          4          5          3          10
Vardas5700             Pavarde5700          5          1          5          1          2
Vardas5701             Pavarde5701          3          7          2          5          10
Vardas5702             Pavarde5702          10          8          1          9          1
Vardas5703             Pavarde5703          1          4          3          3          6
Vardas5704             Pavarde5704          1          2          9          10          1
Vardas5705             Pavarde5705          8          9          5          1          3
Vardas5706             Pavarde5706          7          9          3          7          4
Vardas5707             Pavarde5707          1          8          6          8          6
Vardas5708             Pavarde5708          7          2          9          6          10
Vardas5709             Pavarde5709          9          5          10          9          7
Vardas5710             Pavarde5710          2          10          2          8          9
Vardas5711             Pavarde5711          9          8          3          3          8
Vardas5712             Pavarde5712          3          4          2          3          1
Vardas5713             Pavarde5713          8          3          7          8          2
Vardas5714             Pavarde5714          8          10          3          7          3
Vardas5715             Pavarde5715          1          3          9          9          7
Vardas5716             Pavarde5716          5          10          9          7          3
Vardas5717             Pavarde5717          1          6          7          2          2
Vardas5718             Pavarde5718          4          1          3          5          1
Vardas5719             Pavarde5719          2          7          4          6          3
Vardas5720             Pavarde5720          3          9          8          7          2
Vardas5721             Pavarde5721          4          3          6          10          9
Vardas5722             Pavarde5722          1          6          10          5          4
Vardas5723             Pavarde5723          4          9          1          1          5
Vardas5724             Pavarde5724          1          5          5          6          8
Vardas5725             Pavarde5725          5          2          5          6          8
Vardas5726             Pavarde5726          6          6          1          6          3
Vardas5727             Pavarde5727          3          7          1          5          7
Vardas5728             Pavarde5728          1          3          10          2          9
Vardas5729             Pavarde5729          5          6          6          4          2
Vardas5730             Pavarde5730          7          4          9          1          8
Vardas5731             Pavarde5731          9          3          3          9          9
Vardas5732             Pavarde5732          10          5          8          7          7
Vardas5733             Pavarde5733          9          5          9          7          9
Vardas5734             Pavarde5734          5          5          8          1          10
Vardas5735             Pavarde5735          7          7          5          4          2
Vardas5736             Pavarde5736          3          2          10          9          1
Vardas5737             Pavarde5737          9          10          7          10          9
Vardas5738             Pavarde5738          10          6          1          8          10
Vardas5739             Pavarde5739          8          9          5          9          8
Vardas5740             Pavarde5740          10          3          8          4          6
Vardas5741             Pavarde5741          4          10          4          6          6
Vardas5742             Pavarde5742          5          1          2          10          3
Vardas5743             Pavarde5743          2          2          8          9          6
Vardas5744             Pavarde5744          9          3          1          6          7
Vardas5745             Pavarde5745          7          6          2          10          7
Vardas5746             Pavarde5746          1          4          9          9          4
Vardas5747             Pavarde5747          2          10          7          2          1
Vardas5748             Pavarde5748          6          8          6          1          8
Vardas5749             Pavarde5749          4          9          2          9          7
Vardas5750             Pavarde5750          2          1          2          7          5
Vardas5751             Pavarde5751          1          8          6          2          10
Vardas5752             Pavarde5752          1          10          8          3          9
Vardas5753             Pavarde5753          1          9          5          5          10
Vardas5754             Pavarde5754          1          3          1          3          1
Vardas5755             Pavarde5755          8          1          7          10          4
Vardas5756             Pavarde5756          3          7          3          8          1
Vardas5757             Pavarde5757          2          6          10          5          9
Vardas5758             Pavarde5758          4          4          10          5          2
Vardas5759             Pavarde5759          4          9          1          6          10
Vardas5760             Pavarde5760          10          6          7          6          6
Vardas5761             Pavarde5761          2          3          7          2          1
Vardas5762             Pavarde5762          4          9          3          4          1
Vardas5763             Pavarde5763          3          8          2          8          3
Vardas5764             Pavarde5764          5          8          2          4          4
Vardas5765             Pavarde5765          8          6          2          3          4
Vardas5766             Pavarde5766          9          2          10          10          5
Vardas5767             Pavarde5767          5          7          4          1          1
Vardas5768             Pavarde5768          3          4          10          1          8
Vardas5769             Pavarde5769          2          9          1          3          4
Vardas5770             Pavarde5770          5          3          10          5          2
Vardas5771             Pavarde5771          9          5          5          9          8
Vardas5772             Pavarde5772          8          10          7          6          3
Vardas5773             Pavarde5773          7          2          10          8          2
Vardas5774             Pavarde5774          4          3          7          3          8
Vardas5775             Pavarde5775          3          6          6          7          8
Vardas5776             Pavarde5776          1          6          7          3          10
Vardas5777             Pavarde5777          5          9          5          3          5
Vardas5778             Pavarde5778          3          6          3          1          4
Vardas5779             Pavarde5779          4          2          8          8          3
Vardas5780             Pavarde5780          5          7          2          2          8
Vardas5781             Pavarde5781          2          7          7          4          1
Vardas5782             Pavarde5782          10          4          7          10          10
Vardas5783             Pavarde5783          2          2          5          5          5
Vardas5784             Pavarde5784          1          9          3          3          7
Vardas5785             Pavarde5785          6          7          9          1          7
Vardas5786             Pavarde5786          8          8          9          5          10
Vardas5787             Pavarde5787          4          6          2          2          4
Vardas5788             Pavarde5788          8          9          6          2          8
Vardas5789             Pavarde5789          2          9          7          9          10
Vardas5790             Pavarde5790          3          10          3          10          3
Vardas5791             Pavarde5791          5          8          8          1          4
Vardas5792             Pavarde5792          10          4          8          3          2
Vardas5793             Pavarde5793          4          9          3          2          8
Vardas5794             Pavarde5794          10          1          10          1          10
Vardas5795             Pavarde5795          10          5          9          3          4
Vardas5796             Pavarde5796          8          5          2          1          7
Vardas5797             Pavarde5797          7          1          8          5          2
Vardas5798             Pavarde5798          7          10          6          8          4
Vardas5799             Pavarde5799          1          2          5          4          8
Vardas5800             Pavarde5800          1          2          9          3          3
Vardas5801             Pavarde5801          2          8          8          7          4
Vardas5802             Pavarde5802          6          6          4          4          2
Vardas5803             Pavarde5803          10          4          7          10          6
Vardas5804             Pavarde5804          9          6          7          6          8
Vardas5805             Pavarde5805          5          3          3          3          4
Vardas5806             Pavarde5806          4          1          7          5          4
Vardas5807             Pavarde5807          2          10          4          7          5
Vardas5808             Pavarde5808          4          4          1          5          8
Vardas5809             Pavarde5809          4          1          4          7          10
Vardas5810             Pavarde5810          9          1          2          4          8
Vardas5811             Pavarde5811          1          3          2          3          4
Vardas5812             Pavarde5812          4          6          2          9          2
Vardas5813             Pavarde5813          2          4          1          10          4
Vardas5814             Pavarde5814          4          7          3          4          4
Vardas5815             Pavarde5815          8          1          9          9          2
Vardas5816             Pavarde5816          3          2          6          10          3
Vardas5817             Pavarde5817          9          7          2          8          9
Vardas5818             Pavarde5818          10          4          9          4          9
Vardas5819             Pavarde5819          7          5          4          5          7
Vardas5820             Pavarde5820          10          10          4          1          3
Vardas5821             Pavarde5821          9          8          3          3          6
Vardas5822             Pavarde5822          1          5          10          1          10
Vardas5823             Pavarde5823          7          3          6          1          1
Vardas5824             Pavarde5824          10          6          9          2          10
Vardas5825             Pavarde5825          2          9          1          1          2
Vardas5826             Pavarde5826          8          2          5          6          4
Vardas5827             Pavarde5827          6          1          8          2          9
Vardas5828             Pavarde5828          3          4          2          5          5
Vardas5829             Pavarde5829          9          10          1          7          3
Vardas5830             Pavarde5830          5          6          2          2          9
Vardas5831             Pavarde5831          6          2          9          6          4
Vardas5832             Pavarde5832          7          2          8          9          6
Vardas5833             Pavarde5833          3          9          6          4          3
Vardas5834             Pavarde5834          5          6          4          7          4
Vardas5835             Pavarde5835          8          1          8          6          6
Vardas5836             Pavarde5836          6          10          8          8          10
Vardas5837             Pavarde5837          1          4          9          7          10
Vardas5838             Pavarde5838          1          2          6          9          4
Vardas5839             Pavarde5839          1          10          7          2          1
Vardas5840             Pavarde5840          10          1          10          3          8
Vardas5841             Pavarde5841          1          6          4          8          9
Vardas5842             Pavarde5842          8          9          10          9          7
Vardas5843             Pavarde5843          9          1          5          7          9
Vardas5844             Pavarde5844          5          10          6          3          9
Vardas5845             Pavarde5845          2          10          4          4          10
Vardas5846             Pavarde5846          1          1          7          9          2
Vardas5847             Pavarde5847          1          2          6          3          8
Vardas5848             Pavarde5848          10          10          6          7          2
Vardas5849             Pavarde5849          9          10          10          1          9
Vardas5850             Pavarde5850          9          10          5          9          9
Vardas5851             Pavarde5851          2          8          7          2          6
Vardas5852             Pavarde5852          1          6          2          2          9
Vardas5853             Pavarde5853          5          10          1          5          9
Vardas5854             Pavarde5854          7          9          10          7          9
Vardas5855             Pavarde5855          8          5          2          2          9
Vardas5856             Pavarde5856          4          4          7          4          8
Vardas5857             Pavarde5857          9          2          9          2          10
Vardas5858             Pavarde5858          1          3          1          1          3
Vardas5859             Pavarde5859          4          6          8          6          4
Vardas5860             Pavarde5860          10          10          7          6          7
Vardas5861             Pavarde5861          8          3          1          10          7
Vardas5862             Pavarde5862          8          1          6          6          1
Vardas5863             Pavarde5863          6          7          1          5          3
Vardas5864             Pavarde5864          1          7          1          6          1
Vardas5865             Pavarde5865          9          10          10          5          1
Vardas5866             Pavarde5866          6          5          10          4          3
Vardas5867             Pavarde5867          2          2          5          8          6
Vardas5868             Pavarde5868          1          10          3          7          6
Vardas5869             Pavarde5869          1          2          2          6          9
Vardas5870             Pavarde5870          5          1          6          10          2
Vardas5871             Pavarde5871          3          9          4          4          4
Vardas5872             Pavarde5872          2          4          10          9          2
Vardas5873             Pavarde5873          7          3          7          8          10
Vardas5874             Pavarde5874          9          3          10          3          8
Vardas5875             Pavarde5875          1          8          6          10          2
Vardas5876             Pavarde5876          7          5          3          1          4
Vardas5877             Pavarde5877          1          2          10          7          8
Vardas5878             Pavarde5878          2          8          7          6          3
Vardas5879             Pavarde5879          2          7          1          9          9
Vardas5880             Pavarde5880          5          3          8          3          1
Vardas5881             Pavarde5881          5          1          3          2          2
Vardas5882             Pavarde5882          7          2          6          10          2
Vardas5883             Pavarde5883          1          7          2          6          1
Vardas5884             Pavarde5884          1          3          3          8          1
Vardas5885             Pavarde5885          1          4          5          3          5
Vardas5886             Pavarde5886          10          8          9          5          3
Vardas5887             Pavarde5887          2          2          10          6          9
Vardas5888             Pavarde5888          8          5          3          2          3
Vardas5889             Pavarde5889          9          6          1          1          1
Vardas5890             Pavarde5890          7          4          10          8          4
Vardas5891             Pavarde5891          1          9          9          5          8
Vardas5892             Pavarde5892          4          7          1          1          1
Vardas5893             Pavarde5893          8          7          7          5          10
Vardas5894             Pavarde5894          6          9          8          5          2
Vardas5895             Pavarde5895          7          10          6          6          1
Vardas5896             Pavarde5896          4          10          7          3          3
Vardas5897             Pavarde5897          10          5          7          6          6
Vardas5898             Pavarde5898          1          6          5          4          5
Vardas5899             Pavarde5899          2          1          4          9          6
Vardas5900             Pavarde5900          1          8          6          7          8
Vardas5901             Pavarde5901          8          10          6          7          8
Vardas5902             Pavarde5902          6          4          3          9          9
Vardas5903             Pavarde5903          4          10          3          3          10
Vardas5904             Pavarde5904          2          6          9          7          5
Vardas5905             Pavarde5905          9          8          9          2          3
Vardas5906             Pavarde5906          7          7          9          2          6
Vardas5907             Pavarde5907          1          4          2          1          9
Vardas5908             Pavarde5908          8          5          5          5          7
Vardas5909             Pavarde5909          5          3          1          7          3
Vardas5910             Pavarde5910          3          10          3          9          2
Vardas5911             Pavarde5911          9          8          3          7          10
Vardas5912             Pavarde5912          7          3          3          5          10
Vardas5913             Pavarde5913          1          9          8          1          6
Vardas5914             Pavarde5914          3          3          8          6          7
Vardas5915             Pavarde5915          1          7          7          9          3
Vardas5916             Pavarde5916          10          9          9          1          4
Vardas5917             Pavarde5917          7          5          3          10          8
Vardas5918             Pavarde5918          7          1          3          4          7
Vardas5919             Pavarde5919          7          5          8          10          8
Vardas5920             Pavarde5920          2          7          3          5          2
Vardas5921             Pavarde5921          4          3          8          6          1
Vardas5922             Pavarde5922          3          4          7          7          7
Vardas5923             Pavarde5923          5          9          6          7          10
Vardas5924             Pavarde5924          1          5          8          9          10
Vardas5925             Pavarde5925          5          7          3          7          7
Vardas5926             Pavarde5926          1          3          1          1          6
Vardas5927             Pavarde5927          6          6          2          8          5
Vardas5928             Pavarde5928          4          6          7          4          1
Vardas5929             Pavarde5929          5          7          2          4          7
Vardas5930             Pavarde5930          4          5          9          2          7
Vardas5931             Pavarde5931          2          4          2          6          2
Vardas5932             Pavarde5932          5          3          2          6          8
Vardas5933             Pavarde5933          10          5          3          10          3
Vardas5934             Pavarde5934          10          9          5          10          7
Vardas5935             Pavarde5935          5          5          5          5          9
Vardas5936             Pavarde5936          5          7          1          1          5
Vardas5937             Pavarde5937          6          7          7          2          7
Vardas5938             Pavarde5938          7          5          5          1          9
Vardas5939             Pavarde5939          10          6          9          6          5
Vardas5940             Pavarde5940          5          8          9          5          6
Vardas5941             Pavarde5941          5          7          7          1          7
Vardas5942             Pavarde5942          8          6          1          3          2
Vardas5943             Pavarde5943          1          1          10          4          3
Vardas5944             Pavarde5944          3          5          10          8          7
Vardas5945             Pavarde5945          9          8          2          5          5
Vardas5946             Pavarde5946          10          2          1          8          8
Vardas5947             Pavarde5947          9          3          1          9          4
Vardas5948             Pavarde5948          7          9          1          8          7
Vardas5949             Pavarde5949          1          4          2          6          3
Vardas5950             Pavarde5950          10          4          1          4          4
Vardas5951             Pavarde5951          6          6          4          8          9
Vardas5952             Pavarde5952          4          8          2          4          5
Vardas5953             Pavarde5953          1          8          5          3          2
Vardas5954             Pavarde5954          6          7          9          7          8
Vardas5955             Pavarde5955          9          9          2          5          1
Vardas5956             Pavarde5956          1          9          8          9          4
Vardas5957             Pavarde5957          4          3          2          5          7
Vardas5958             Pavarde5958          1          9          4          6          5
Vardas5959             Pavarde5959          1          10          2          10          7
Vardas5960             Pavarde5960          7          7          2          4          10
Vardas5961             Pavarde5961          5          6          3          5          4
Vardas5962             Pavarde5962          10          3          6          7          6
Vardas5963             Pavarde5963          10          5          7          8          2
Vardas5964             Pavarde5964          7          5          5          6          2
Vardas5965             Pavarde5965          3          6          3          7          8
Vardas5966             Pavarde5966          10          2          6          5          8
Vardas5967             Pavarde5967          3          8          10          10          8
Vardas5968             Pavarde5968          8          10          9          2          9
Vardas5969             Pavarde5969          1          7          9          4          5
Vardas5970             Pavarde5970          7          9          3          5          5
Vardas5971             Pavarde5971          5          10          9          3          3
Vardas5972             Pavarde5972          7          6          9          3          8
Vardas5973             Pavarde5973          10          10          2          5          4
Vardas5974             Pavarde5974          9          9          4          5          8
Vardas5975             Pavarde5975          2          10          4          9          10
Vardas5976             Pavarde5976          8          1          6          7          9
Vardas5977             Pavarde5977          6          9          4          6          9
Vardas5978             Pavarde5978          10          6          9          10          7
Vardas5979             Pavarde5979          3          5          6          6          2
Vardas5980             Pavarde5980          5          8          8          10          4
Vardas5981             Pavarde5981          6          3          7          6          10
Vardas5982             Pavarde5982          3          4          1          5          7
Vardas5983             Pavarde5983          8          5          2          6          9
Vardas5984             Pavarde5984          5          3          6          6          4
Vardas5985             Pavarde5985          2          1          5          1          5
Vardas5986             Pavarde5986          4          5          5          7          10
Vardas5987             Pavarde5987          2          8          10          4          1
Vardas5988             Pavarde5988          7          5          4          2          10
Vardas5989             Pavarde5989          3          1          8          8          5
Vardas5990             Pavarde5990          2          3          2          5          9
Vardas5991             Pavarde5991          3          7          7          10          6
Vardas5992             Pavarde5992          8          3          2          2          6
Vardas5993             Pavarde5993          10          10          10          3          8
Vardas5994             Pavarde5994          4          1          5          1          9
Vardas5995             Pavarde5995          6          10          8          3          5
Vardas5996             Pavarde5996          8          2          10          4          9
Vardas5997             Pavarde5997          4          9          6          2          7
Vardas5998             Pavarde5998          1          8          7          8          2
Vardas5999             Pavarde5999          6          6          3          7          9
Vardas6000             Pavarde6000          10          4          5          5          5
Vardas6001             Pavarde6001          9          4          1          1          8
Vardas6002             Pavarde6002          1          9          7          6          8
Vardas6003             Pavarde6003          8          5          6          8          2
Vardas6004             Pavarde6004          2          8          8          8          2
Vardas6005             Pavarde6005          2          3          10          1          4
Vardas6006             Pavarde6006          9          5          4          1          5
Vardas6007             Pavarde6007          3          8          4          8          7
Vardas6008             Pavarde6008          7          7          3          1          1
Vardas6009             Pavarde6009          9          10          6          7          5
Vardas6010             Pavarde6010          1          4          5          9          10
Vardas6011             Pavarde6011          9          4          2          10          10
Vardas6012             Pavarde6012          10          1          6          6          4
Vardas6013             Pavarde6013          9          6          10          3          7
Vardas6014             Pavarde6014          1          8          9          10          8
Vardas6015             Pavarde6015          4          2          5          10          10
Vardas6016             Pavarde6016          2          2          9          7          1
Vardas6017             Pavarde6017          5          4          1          4          6
Vardas6018             Pavarde6018          7          6          9          1          9
Vardas6019             Pavarde6019          4          10          2          8          2
Vardas6020             Pavarde6020          6          5          5          2          1
Vardas6021             Pavarde6021          3          9          4          1          8
Vardas6022             Pavarde6022          6          7          3          5          1
Vardas6023             Pavarde6023          1          5          7          1          9
Vardas6024             Pavarde6024          2          3          10          1          10
Vardas6025             Pavarde6025          4          6          3          5          6
Vardas6026             Pavarde6026          8          10          7          3          1
Vardas6027             Pavarde6027          4          6          5          2          1
Vardas6028             Pavarde6028          4          10          3          2          3
Vardas6029             Pavarde6029          4          7          10          3          5
Vardas6030             Pavarde6030          6          6          1          10          10
Vardas6031             Pavarde6031          9          6          10          3          8
Vardas6032             Pavarde6032          10          9          3          1          2
Vardas6033             Pavarde6033          8          10          9          8          6
Vardas6034             Pavarde6034          7          5          6          3          1
Vardas6035             Pavarde6035          1          6          10          3          7
Vardas6036             Pavarde6036          5          4          5          4          9
Vardas6037             Pavarde6037          4          7          4          4          4
Vardas6038             Pavarde6038          5          6          4          10          8
Vardas6039             Pavarde6039          2          4          7          4          6
Vardas6040             Pavarde6040          1          6          2          1          7
Vardas6041             Pavarde6041          4          9          3          9          6
Vardas6042             Pavarde6042          5          5          8          9          8
Vardas6043             Pavarde6043          6          6          6          4          5
Vardas6044             Pavarde6044          10          6          4          7          4
Vardas6045             Pavarde6045          3          3          8          3          5
Vardas6046             Pavarde6046          7          7          7          3          5
Vardas6047             Pavarde6047          1          2          6          4          4
Vardas6048             Pavarde6048          3          4          6          4          8
Vardas6049             Pavarde6049          10          10          6          3          2
Vardas6050             Pavarde6050          8          3          1          9          10
Vardas6051             Pavarde6051          7          5          10          7          6
Vardas6052             Pavarde6052          6          10          7          10          4
Vardas6053             Pavarde6053          6          3          6          1          10
Vardas6054             Pavarde6054          2          7          8          9          5
Vardas6055             Pavarde6055          5          3          5          8          4
Vardas6056             Pavarde6056          5          1          3          8          9
Vardas6057             Pavarde6057          1          3          8          6          6
Vardas6058             Pavarde6058          6          3          10          2          3
Vardas6059             Pavarde6059          10          6          10          4          7
Vardas6060             Pavarde6060          7          4          9          9          3
Vardas6061             Pavarde6061          9          10          9          4          10
Vardas6062             Pavarde6062          5          6          2          4          8
Vardas6063             Pavarde6063          3          6          6          9          6
Vardas6064             Pavarde6064          4          10          4          4          10
Vardas6065             Pavarde6065          6          4          3          2          4
Vardas6066             Pavarde6066          2          10          8          4          3
Vardas6067             Pavarde6067          3          6          7          2          3
Vardas6068             Pavarde6068          1          4          10          8          2
Vardas6069             Pavarde6069          7          7          6          9          10
Vardas6070             Pavarde6070          4          9          6          7          10
Vardas6071             Pavarde6071          3          3          6          3          10
Vardas6072             Pavarde6072          3          3          4          6          9
Vardas6073             Pavarde6073          4          5          4          7          7
Vardas6074             Pavarde6074          10          10          1          5          5
Vardas6075             Pavarde6075          4          7          2          3          10
Vardas6076             Pavarde6076          3          9          4          2          9
Vardas6077             Pavarde6077          9          2          6          10          10
Vardas6078             Pavarde6078          5          2          10          2          9
Vardas6079             Pavarde6079          6          6          8          4          9
Vardas6080             Pavarde6080          3          5          9          7          9
Vardas6081             Pavarde6081          5          10          4          8          9
Vardas6082             Pavarde6082          4          1          10          6          2
Vardas6083             Pavarde6083          6          7          1          10          4
Vardas6084             Pavarde6084          6          8          8          6          1
Vardas6085             Pavarde6085          5          2          1          5          5
Vardas6086             Pavarde6086          7          5          6          7          5
Vardas6087             Pavarde6087          2          2          8          8          7
Vardas6088             Pavarde6088          1          10          10          8          2
Vardas6089             Pavarde6089          10          1          3          4          7
Vardas6090             Pavarde6090          3          10          3          4          4
Vardas6091             Pavarde6091          10          10          3          8          3
Vardas6092             Pavarde6092          7          10          2          2          5
Vardas6093             Pavarde6093          10          6          7          5          8
Vardas6094             Pavarde6094          6          6          6          3          7
Vardas6095             Pavarde6095          4          1          4          1          1
Vardas6096             Pavarde6096          6          9          1          9          1
Vardas6097             Pavarde6097          2          3          9          7          10
Vardas6098             Pavarde6098          6          6          6          1          5
Vardas6099             Pavarde6099          10          6          5          6          6
Vardas6100             Pavarde6100          7          6          6          2          5
Vardas6101             Pavarde6101          4          3          5          10          4
Vardas6102             Pavarde6102          4          9          6          3          1
Vardas6103             Pavarde6103          2          5          6          7          5
Vardas6104             Pavarde6104          3          3          10          8          7
Vardas6105             Pavarde6105          1          9          1          4          2
Vardas6106             Pavarde6106          1          8          2          1          1
Vardas6107             Pavarde6107          6          7          1          1          1
Vardas6108             Pavarde6108          2          1          6          5          3
Vardas6109             Pavarde6109          2          2          8          9          6
Vardas6110             Pavarde6110          8          5          10          4          3
Vardas6111             Pavarde6111          5          3          5          5          10
Vardas6112             Pavarde6112          4          1          7          6          6
Vardas6113             Pavarde6113          3          7          6          8          2
Vardas6114             Pavarde6114          8          8          8          7          8
Vardas6115             Pavarde6115          3          8          9          5          9
Vardas6116             Pavarde6116          5          2          9          2          10
